Coverage;Discr.;patType;ov;un;finKmin;finKmax;maxNbPat;patPreference;obj;PCR;DC;IPC;Size;Other
70;30;pat;20;20;3;15;5;1;9;;;;;
70;30;pat;20;20;3;15;5;2;9;;;;;
70;30;pat;20;20;3;15;5;3;9;;;;;
70;50;pat;20;20;2;15;5;-1;9;;;;;
70;50;pat;20;20;2;15;5;0;9;;;;;
70;50;pat;20;20;2;15;5;1;9;;;;;
70;50;pat;20;20;2;15;5;2;9;;;;;
70;50;pat;20;20;2;15;5;3;9;;;;;
70;50;pat;20;20;3;15;5;-1;9;;;;;
70;50;pat;20;20;3;15;5;0;9;;;;;
70;50;pat;20;20;3;15;5;1;9;;;;;
70;50;pat;20;20;3;15;5;2;9;;;;;
70;50;pat;20;20;3;15;5;3;9;;;;;
