E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,Exercise,Student,NbLines,NbVars,NbParams,HasLoop,HasForLoop,HasWhileLoop,HasIf,HasIfElse,HasIfElif,HasIfElifElse,InstDepth,HasNestedLoops,HasNestedIfs,HasIfInLoop,HasLoopInIf,NbReturns,HasPrint,HasComment,HasImport,NbTokens,PassedTestCases
0.6058267,-0.5582845,0.9943355,0.756515,-0.09471613,1.0782256,-0.40960953,-0.499604,0.19721091,0.9259261,0.5174047,0.20667686,-0.34734407,0.39945877,-0.32404906,-0.37043458,-1.159073,0.39098334,-0.7255874,0.34112146,0c9aa2cd6791f3c44ce75bb46fb0b625,userdId_9,6,3,1,True,True,False,True,False,False,False,3,False,False,True,False,1,False,False,False,49,False
0.3017405,-1.6353422,-0.34718898,0.92032266,-0.18506774,-1.5741335,-0.15330045,-1.0835631,-0.32992372,0.8732175,0.03345805,-0.50875384,-0.28664687,1.1407005,-0.92761797,-0.87960213,-0.27809584,-0.9403309,1.9812367,0.092181206,709a3600dc12d686d1c8f691a0af1e19,userdId_8,18,1,1,False,False,False,True,True,True,True,3,False,False,False,False,1,False,True,False,93,False
-0.5172959,0.255377,-0.32359505,-0.3835607,0.8317165,-0.5852421,-0.6931048,-0.3442277,1.1926959,0.14895414,0.4825983,-0.85657805,-0.38491026,0.50937206,0.63343406,-0.547222,-0.040529974,-0.9986249,1.3285307,0.3526442,8c67b76032d571a8d7eca8796ed11752,userdId_15,8,3,1,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,58,False
-0.82612693,-1.8470294,0.42304483,-0.61123365,-1.0615141,1.1092283,0.095647536,-1.2682402,1.2812562,-0.064183235,-0.27278298,-0.5210185,-1.8573558,1.0195135,-2.224827,0.13255873,-0.6263216,-0.56408596,1.1692499,2.603279,4c3cff428b26be2b1464a3c9ee78c7cf,userdId_8,16,1,6,False,False,False,True,True,True,True,2,False,False,False,False,1,False,False,False,89,True
0.44973364,-0.6298596,0.013906141,2.08748,-1.9973892,0.84354466,0.4985953,0.40251148,-0.029701138,-1.0269274,-0.036868002,1.4229462,-1.991105,0.37604395,-1.8176556,0.1915818,-1.0511562,-0.5408618,-0.21234514,-0.29827407,3355182ef981952e841618c19103ef09,userdId_12,9,2,3,False,False,False,True,True,True,True,2,False,False,False,False,1,False,False,False,83,False
-0.32759374,-0.92895025,-0.5326834,0.6305015,0.047346044,-1.1463897,-0.18507129,-0.42744803,0.16064829,0.68849605,0.9304667,0.3536413,-0.24018356,1.5513682,-0.9790455,-0.72963357,-0.4084757,-1.4061689,0.6090756,-0.087739624,709a3600dc12d686d1c8f691a0af1e19,userdId_17,17,1,1,False,False,False,True,True,True,True,3,False,False,False,False,1,False,False,False,88,False
-1.1863911,0.6579997,-1.386213,0.32158846,-1.2543274,1.1988813,-2.0439627,-0.78619945,-1.3298565,0.98164546,0.08466825,0.392191,-0.8827401,0.113761514,0.8663212,-0.48594442,-1.438657,0.8734289,-1.3752469,0.16151953,4c3cff428b26be2b1464a3c9ee78c7cf,userdId_1,11,0,6,False,False,False,True,True,True,True,2,False,False,False,False,5,False,False,False,93,False
0.7131376,-0.022638923,0.8147388,0.103199154,-0.41649383,0.094144575,0.24949852,-0.17725882,0.1750276,-0.6532575,0.43540713,0.49435374,-0.9943784,-0.06133758,0.2843595,0.2049266,0.39334634,-0.0850018,0.20834582,-1.2985176,3355182ef981952e841618c19103ef09,userdId_4,10,2,3,False,False,False,True,True,True,True,2,False,False,False,False,1,False,False,True,92,False
0.2176862,1.011046,-0.08396466,0.2065806,0.53615236,-1.0842047,0.3744807,-0.3969064,1.22242,-0.2917232,-0.083412975,-1.4939206,0.0370458,0.82338166,0.31287885,0.6214979,0.44721574,0.9559058,-0.66459286,-0.5545467,f918da384abe3dbfb19a02f888cbf3b1,userdId_28,13,4,3,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,75,False
1.8096771,-0.43067825,-0.8020423,0.7334045,0.84160924,0.030845119,0.300405,-0.13655101,-1.9851768,0.91352725,-1.0662488,0.6932081,1.5538645,0.7685388,0.12805602,1.011234,-1.2093377,-0.86967885,-0.30436316,-0.6253399,4c3cff428b26be2b1464a3c9ee78c7cf,userdId_23,10,2,6,True,True,False,True,False,False,False,3,False,False,True,False,1,False,False,False,95,False
0.70880115,-0.19937843,0.20151201,0.9009365,-0.055901494,-0.07064903,-0.24746557,-0.37848604,-0.021929769,-0.39773157,0.5997398,-0.09237235,-0.69971114,-0.2225735,0.14878407,-0.1616164,-0.9191781,-0.010683069,0.6168162,-0.453319,0c9aa2cd6791f3c44ce75bb46fb0b625,userdId_12,7,2,1,True,True,False,True,False,False,False,2,False,False,False,False,1,False,False,False,65,True
-0.9242657,0.6278239,-0.13473333,0.9531698,-1.3438696,-1.5986507,-1.1426604,-0.4987882,0.95796263,-0.33420762,-0.063714795,-1.2910947,0.23233467,0.4171101,0.89212567,0.26437038,0.34734395,1.0026565,0.08872715,-0.3529656,582dcbc047b264a41a011f56f86574ba,userdId_20,9,2,1,True,True,False,True,False,False,False,4,False,False,True,False,1,False,False,False,58,True
0.5531694,-1.8981224,-0.3340154,0.60167533,-0.25627798,-1.5673015,-0.45438686,-1.2765522,-0.6644019,1.0418054,0.073877975,-0.99243665,-0.4666024,1.3484639,-0.73353046,-0.856283,-0.18239404,-0.98682815,2.1101062,-0.13496904,709a3600dc12d686d1c8f691a0af1e19,userdId_1,26,1,1,False,False,False,True,True,True,True,3,False,False,False,False,1,False,True,False,98,False
0.016051466,3.0663178,-3.115802,-0.16711065,-0.068762496,-0.96190244,0.38986054,-1.2888415,0.386522,-0.7618419,2.8701324,-2.9730036,-0.44728884,1.3258973,0.7983269,-0.62545186,-0.7836477,2.04587,0.7467409,2.3419585,4c3cff428b26be2b1464a3c9ee78c7cf,userdId_34,10,1,6,False,False,False,True,True,True,True,2,False,False,False,False,1,False,False,False,85,False
0.10169027,0.10611769,0.6794798,0.917708,0.0070735044,-0.20731424,0.085703745,0.18279411,0.15594724,-1.2067337,-0.08359182,-0.7795312,-0.39017707,-0.47361752,0.38874137,0.43366402,1.0964779,-0.6692266,0.99641114,-1.398267,3355182ef981952e841618c19103ef09,userdId_1,13,4,3,False,False,False,True,True,True,True,3,False,False,False,False,3,False,False,True,110,False
-1.0595447,-0.4723616,0.13998665,-0.31002933,-0.8585791,-0.35584292,-1.3426259,-0.18490748,1.6679671,-0.5282956,0.27957773,-0.84505147,-0.018128768,0.3594089,0.52334523,0.015228892,-0.818478,-0.9503042,1.1535983,1.0915966,392e69c90b63b832ef1b1489027c9c7f,userdId_15,17,2,2,True,False,True,True,True,True,True,3,False,True,True,False,1,False,False,False,124,True
-0.01827175,-1.6857386,-0.36144763,1.5026202,0.24297649,-0.76933616,0.5998304,-0.80022687,0.4282566,0.59718436,0.68501836,0.24801059,-0.34402105,1.3114752,-1.4032822,-1.099749,-0.81955403,-1.2489461,1.9283272,0.67688155,709a3600dc12d686d1c8f691a0af1e19,userdId_16,17,1,1,False,False,False,True,False,True,False,3,False,False,False,False,1,False,False,False,95,False
0.5509902,-1.5550263,-1.0840046,-1.1452582,-0.69493634,-1.2353218,-1.2668107,-0.11216549,0.44826058,-0.09862887,1.6187543,0.2239322,-0.8929503,1.1191099,-0.59133875,-0.08601781,0.47314963,0.5133742,-0.2760612,-0.02851823,3355182ef981952e841618c19103ef09,userdId_21,9,4,3,False,False,False,True,True,True,True,2,False,False,False,False,0,True,False,False,91,False
-0.018360546,0.65482503,0.093836986,-1.1673259,0.15936098,-0.7184646,-0.6614015,0.4643568,0.3485829,-0.0018520553,-0.37408802,-0.65035146,-0.541138,1.0206149,-0.2348539,0.17129995,0.43250096,0.5502312,-2.1688936,-0.3503802,f918da384abe3dbfb19a02f888cbf3b1,userdId_13,15,4,3,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,82,True
-0.4329514,0.16015784,0.40064502,-0.18842542,0.5406775,-0.39255393,-0.116237625,-0.385565,1.4064312,0.10345016,-0.20064563,-0.5282066,-0.60632694,0.3196537,0.12591471,-0.3816681,0.05483664,-0.5024612,1.0315149,0.298314,8c67b76032d571a8d7eca8796ed11752,userdId_13,8,2,1,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,48,False
-0.3933448,-0.84618497,-0.56332093,0.69666916,0.18560995,-1.2841423,-0.22967592,-0.44222915,0.13160166,0.640079,0.6353929,0.18528064,-0.16183114,1.4753355,-0.8593747,-0.8095319,-0.3394284,-1.4962304,0.64978695,-0.022910278,709a3600dc12d686d1c8f691a0af1e19,userdId_17,17,1,1,False,False,False,True,True,True,True,3,False,False,False,False,1,False,False,False,88,False
-1.2006254,-1.0672903,0.037081283,0.04697218,-0.8910202,0.81889963,-0.13227434,-2.2253933,1.6360192,-0.10048488,-1.90558,-1.205709,-0.79628354,1.5173719,-1.7351553,-0.2188203,-1.507951,0.023693413,-0.5196577,1.505194,4c3cff428b26be2b1464a3c9ee78c7cf,userdId_8,16,1,6,False,False,False,True,False,False,False,2,False,False,False,False,1,False,False,False,89,False
0.85495406,0.039640225,0.71007293,0.734471,0.25668743,0.25386846,0.09679494,-0.38936839,0.4057247,-0.0971381,0.8582825,-0.33827642,-0.52503973,-0.32555148,-0.45853272,-0.2585632,-1.3644682,0.09685774,0.3161762,0.26824296,0c9aa2cd6791f3c44ce75bb46fb0b625,userdId_8,7,2,1,True,True,False,True,False,False,False,2,False,False,False,False,1,False,False,False,69,False
-1.2668039,0.59857935,-0.23437922,-1.3966861,-1.1849753,-1.2452574,-0.9447959,0.20047545,0.9771222,-1.0453259,-0.01020339,-0.934375,0.07035895,1.1190593,0.4482942,-0.17136322,-0.046980426,0.6902609,-0.4055838,0.94692045,f918da384abe3dbfb19a02f888cbf3b1,userdId_11,13,3,3,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,74,True
0.653551,-0.035266243,0.22465925,0.624427,-0.08759633,0.067681566,-0.30510795,-0.41208684,-0.28042746,-0.35581,0.2944627,0.084924385,-0.62009937,-0.26641926,0.11155465,-0.21422796,-0.77473515,0.10585229,0.6223584,-0.46975732,0c9aa2cd6791f3c44ce75bb46fb0b625,userdId_1,7,2,1,True,True,False,True,False,False,False,2,False,False,False,False,1,False,False,False,65,False
-0.38379955,0.41243127,-0.1716817,-0.4933578,0.903764,-0.7844009,-0.5423342,-0.09979289,1.7241184,-0.050237916,0.37524763,-1.1715826,-0.50084853,0.43659514,0.34125033,-0.7193185,-0.21759404,-1.0139724,1.7335677,0.42020476,8c67b76032d571a8d7eca8796ed11752,userdId_34,8,2,1,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,59,False
0.73031104,-0.062446125,0.024221603,0.77508897,-0.12784655,-0.03276773,-0.077375464,-0.33380613,-0.15603426,-0.36834815,0.43146616,0.06102779,-0.56922895,-0.23474985,0.026780497,-0.23171,-0.7430596,0.03971988,0.64499617,-0.26133484,0c9aa2cd6791f3c44ce75bb46fb0b625,userdId_34,7,2,1,True,True,False,True,False,False,False,2,False,False,False,False,1,False,False,False,65,True
-0.49923515,0.11195501,-0.38997537,-0.5740013,0.6683285,-0.48933327,-0.63196206,-0.3077248,1.2232177,0.19210225,0.6813365,-0.891037,-0.5067187,0.50227064,0.45631188,-0.5923218,0.0027029326,-1.0515294,1.2609254,0.44455752,8c67b76032d571a8d7eca8796ed11752,userdId_12,8,2,1,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,58,True
-0.81533337,-0.8100066,-0.5209282,1.4528091,-1.1747209,-0.17471132,-0.51736206,-1.2577167,-1.5252365,-0.09141905,-1.7421494,0.23683622,-0.29730874,0.5154013,0.047805995,0.42443302,0.11960389,-0.12862019,1.2550838,0.24210815,582dcbc047b264a41a011f56f86574ba,userdId_23,6,3,1,True,True,False,True,False,False,False,3,False,False,True,False,1,False,False,False,31,False
-0.9174314,-0.64439714,-0.27613533,-0.4234441,-0.5499529,-0.7126235,-1.399454,-0.15436232,1.0901253,-0.33571625,0.5793751,-0.37235564,-0.028636878,0.3990863,-0.09506319,-0.016151005,-0.23234628,-0.59467095,0.35277286,-0.1766704,392e69c90b63b832ef1b1489027c9c7f,userdId_14,10,3,2,True,False,True,True,True,False,False,3,False,False,True,False,1,False,False,False,68,False
-0.37469053,-1.0069071,-0.6954863,0.59332407,0.20544572,-1.2650456,-0.0595417,-0.45829836,0.09546807,0.7274147,0.90271944,0.17953451,-0.25986046,1.7407777,-1.0335561,-0.8793523,-0.23691483,-1.3975186,0.8936741,0.21176624,709a3600dc12d686d1c8f691a0af1e19,userdId_17,19,1,1,False,False,False,True,True,True,True,3,False,False,False,False,1,False,False,False,98,True
-0.27910286,0.4587696,0.88716376,0.8413891,-0.73388636,-0.43757963,-0.7517278,-0.370877,1.4430645,0.43640006,0.2913041,-1.362774,0.4963957,0.2034724,-0.49244967,0.44792286,0.016093843,0.22538023,0.77666813,0.09154047,582dcbc047b264a41a011f56f86574ba,userdId_24,6,2,1,True,True,False,True,False,False,False,3,False,False,True,False,1,False,False,False,41,False
-0.5665773,-0.5924735,-0.5989227,0.4131886,0.24091919,-1.3706232,-0.3754451,-0.32050318,0.046921205,0.71376485,0.80230564,-0.021942634,-0.2824792,1.6283298,-0.51311827,-0.90624225,-0.32645893,-1.6420902,0.3454183,-0.15986069,709a3600dc12d686d1c8f691a0af1e19,userdId_12,17,1,1,False,False,False,True,True,True,True,3,False,False,False,False,1,False,False,False,92,False
0.19393028,-1.2092599,-0.35344642,1.1525669,-0.46363363,-1.7703489,-0.17878057,-0.9722812,-0.34658575,0.64635307,-0.064945966,-0.309641,-0.37532455,1.0787392,-0.40343145,-0.7090996,-0.36202776,-0.8009862,1.6244271,-0.0737233,709a3600dc12d686d1c8f691a0af1e19,userdId_8,18,1,1,False,False,False,True,True,True,True,3,False,False,False,False,1,False,True,False,93,True
