E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,Exercise,Student,NbLines,NbVars,NbParams,HasLoop,HasForLoop,HasWhileLoop,HasIf,HasIfElse,HasIfElif,HasIfElifElse,InstDepth,HasNestedLoops,HasNestedIfs,HasIfInLoop,HasLoopInIf,NbReturns,HasPrint,HasComment,HasImport,NbTokens,PassedTestCases
0.76103,0.14162199,0.672357,0.7745787,0.20157373,0.24183162,-0.039463148,-0.3412586,0.33482304,-0.04694628,0.986122,-0.40744328,-0.47664243,-0.41555,-0.30215994,-0.011093857,-1.3241049,0.21735798,0.21390937,0.13907824,0c9aa2cd6791f3c44ce75bb46fb0b625,userdId_8,7,2,1,True,True,False,True,False,False,False,2,False,False,False,False,1,False,False,False,69,False
-0.4429294,0.42671913,0.41560632,-0.17348635,1.0112084,-0.73111206,0.0209138,-0.09014647,1.7923675,-0.18297127,-0.43070275,-1.172822,-0.3703516,-0.109239265,-0.05783053,-0.5603096,0.41304785,-0.93135124,1.6482891,0.36779708,8c67b76032d571a8d7eca8796ed11752,userdId_28,8,2,1,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,54,False
-1.0034194,-1.2824063,0.04043047,-0.13160574,-1.0571214,0.6327576,0.12751313,-1.5221548,1.3270129,-0.17607813,-0.8470141,-0.6342102,-1.2669132,0.99152184,-2.029208,0.26716584,-0.6323624,-0.41483036,0.61305916,2.3480892,4c3cff428b26be2b1464a3c9ee78c7cf,userdId_8,16,1,6,False,False,False,True,False,True,False,4,False,True,False,False,1,False,False,False,89,False
-1.2934983,-0.17369021,-0.8400751,-1.2288843,0.31511655,0.5822775,-0.92717063,-0.94340974,1.0415491,0.613664,-0.8098566,-0.9528929,-1.2308547,1.7699962,-0.8053305,-0.97125125,-1.1566594,-1.3597792,-0.7146073,0.3484835,4c3cff428b26be2b1464a3c9ee78c7cf,userdId_34,8,1,6,False,False,False,True,False,False,False,3,False,True,False,False,1,False,False,False,63,False
0.78379613,-0.66665995,-0.64551264,0.7405467,-1.5080638,1.2509624,-0.4466511,-0.309834,-0.38053042,0.4823037,2.223028,0.32634655,-0.038774066,1.2964535,-1.0896769,0.13754116,-1.4771547,-1.0032862,0.21703848,0.12665427,4c3cff428b26be2b1464a3c9ee78c7cf,userdId_9,8,1,6,False,False,False,True,True,True,True,2,False,False,False,False,1,False,False,False,63,False
0.079860866,0.17579862,-0.8144075,0.16076866,0.6572914,-1.4702729,-0.6044113,-0.21831591,0.5146767,0.8019504,1.0602204,1.0120398,-0.6055675,0.56303596,-0.39513847,-0.9909133,-0.4958717,-0.62497187,-0.12728535,0.56848544,709a3600dc12d686d1c8f691a0af1e19,userdId_2,22,3,1,False,False,False,True,True,True,True,3,False,False,False,False,1,False,False,False,138,False
-0.4218785,0.41546467,0.4199517,-0.10159847,0.65401506,-0.5898034,-0.13586518,-0.27565312,1.3282852,-0.10723359,-0.27029556,-0.7258563,-0.5544511,0.026345842,0.21195567,-0.36432508,0.16958565,-0.6364219,1.2810754,0.15716137,8c67b76032d571a8d7eca8796ed11752,userdId_9,8,2,1,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,51,False
0.07247627,0.85378903,0.38612244,-0.2546139,-0.66994333,-1.207003,-0.72572213,-0.045690008,1.7754802,-0.558705,-1.383605,-1.5455444,-0.4220084,0.101390794,1.0272593,-0.17720935,-0.78916806,0.41478282,0.26432627,-0.58553225,582dcbc047b264a41a011f56f86574ba,userdId_16,9,2,1,True,True,False,True,False,False,False,4,False,False,True,False,1,False,False,False,55,False
-0.6559064,-0.22638088,-1.0444669,0.4282931,0.21365404,-1.5665872,-0.29018673,-0.30449936,-0.07179373,0.5653588,0.7140602,0.33169574,-0.28556812,1.468541,-0.07872526,-1.2015761,-0.56015855,-1.4150344,0.30303472,-0.4525676,709a3600dc12d686d1c8f691a0af1e19,userdId_15,17,1,1,False,False,False,True,True,True,True,3,False,False,False,False,1,False,False,False,104,False
-0.19665234,0.2591051,0.40852636,0.40468645,-0.853326,-0.4499717,0.03113609,-0.33961236,1.1434408,-0.5681314,0.055557683,-0.71524596,0.6649252,0.2807478,-0.14595465,0.45764303,-0.42724583,0.20979671,0.44719493,-0.37754554,f918da384abe3dbfb19a02f888cbf3b1,userdId_12,8,2,3,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,57,False
0.5378126,-2.2105207,0.2771582,1.1805212,0.11150286,-0.15064633,0.8047681,-0.8850759,0.9026181,0.81406254,1.0156568,0.30165848,-0.3298839,1.3733876,-2.2249336,-0.8913375,-0.8433641,-1.6092509,2.0305054,0.7680491,709a3600dc12d686d1c8f691a0af1e19,userdId_16,17,1,1,False,False,False,True,False,True,False,3,False,False,False,False,1,False,False,False,91,False
-1.2447966,-0.6260611,-0.4264005,0.123718,1.063594,-0.8293031,-1.197418,0.19541547,0.5313597,2.0999222,-0.076598875,0.5255528,0.35299546,1.7738492,0.2349304,-2.2557125,1.247127,-2.2222464,-0.40750298,2.1429145,709a3600dc12d686d1c8f691a0af1e19,userdId_17,20,1,1,False,False,False,True,True,True,True,3,False,False,False,False,1,False,False,False,136,False
-0.39862528,0.34342194,-0.16729212,-0.42621806,0.71956366,-0.54729897,-0.64962083,-0.30359113,1.5822225,0.04854082,0.4491923,-1.2440712,-0.49351108,0.44442675,0.47702715,-0.4630107,-0.35530236,-0.9029517,1.703766,0.52536756,8c67b76032d571a8d7eca8796ed11752,userdId_12,8,2,1,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,57,False
-0.9034574,0.62711614,-0.23560585,0.8811102,-1.2832532,-1.5743324,-0.9337567,-0.6261955,0.85413086,-0.14750573,0.011421465,-1.133614,0.12946983,0.45071816,0.7786599,0.16495511,0.3675011,1.1495972,-0.04182956,-0.21905598,582dcbc047b264a41a011f56f86574ba,userdId_24,9,2,1,True,True,False,True,False,False,False,4,False,False,True,False,1,False,False,False,58,True
0.82507586,0.2586513,0.77302754,0.67014235,0.1046869,-0.54215044,0.06404062,0.12435488,0.82028145,-0.04150439,0.82243025,-0.18274316,-0.4090229,-0.09201987,0.08357559,0.18178749,-0.6577726,0.20058002,0.8127146,-0.53985673,0c9aa2cd6791f3c44ce75bb46fb0b625,userdId_39,5,2,1,True,True,False,False,False,False,False,2,False,False,False,False,1,False,False,False,43,False
0.7575955,0.46124807,1.0589579,0.7848408,0.17575325,-0.17143449,0.40839788,-0.9383343,-0.050303902,0.42087787,-0.44576925,-0.92216796,0.826893,0.42158386,0.060836732,1.3421378,0.00039773257,0.46182904,-0.5480751,-1.2641096,f918da384abe3dbfb19a02f888cbf3b1,userdId_39,15,4,3,True,False,True,True,False,False,False,3,False,False,True,False,1,False,True,False,81,False
-0.82366097,2.196881,-0.069558606,-0.8062102,-0.6927044,-1.100392,0.67641884,0.44308865,0.33180425,-0.6521543,-0.6945448,-1.246024,0.076947406,-1.1365802,-1.0974554,0.15693335,0.059472483,-0.036599245,0.7894525,-0.3645025,582dcbc047b264a41a011f56f86574ba,userdId_21,8,3,1,True,True,False,True,True,False,False,3,False,False,True,False,1,False,False,False,47,False
-2.1591175,0.9831013,0.35396975,-0.6008808,-0.6940383,-1.1152052,0.3861614,0.9755248,0.3076221,-1.3416691,-0.8239977,0.40919143,-0.2487623,-0.240615,0.061156172,0.33516565,0.31050342,0.35388616,-0.15326884,1.0166,f918da384abe3dbfb19a02f888cbf3b1,userdId_13,14,3,3,True,False,True,True,True,False,False,3,False,False,True,False,1,False,False,False,71,False
1.2107476,-0.7509285,1.1029286,1.9209982,0.7353439,0.44021982,1.4745823,-1.3946147,1.8376453,0.30012172,0.5703293,0.26522505,-0.14742738,-0.20745575,-1.1720207,-0.9233755,-0.7104029,-0.19638446,1.4976097,2.7021763,709a3600dc12d686d1c8f691a0af1e19,userdId_13,23,1,1,False,False,False,True,False,False,False,3,False,True,False,False,1,False,False,False,137,False
-1.2010248,-0.64868444,0.37659347,-0.6100317,-0.99206954,-0.3640538,-1.3295671,-0.02664785,1.622995,-0.5555289,0.10778619,-0.35124716,-0.32799593,0.09845254,0.16346055,-0.016383039,-0.46562397,-0.89972216,0.73736703,0.6480096,392e69c90b63b832ef1b1489027c9c7f,userdId_17,17,2,2,True,False,True,True,True,True,True,3,False,False,True,False,1,False,False,False,114,False
-1.2249973,0.52303505,0.9203419,0.85048765,0.13827965,0.65286314,-0.08924652,-0.36863622,1.0462693,-0.52346396,0.6331228,-0.49069476,0.73234504,-0.35853106,0.89013594,1.184169,-1.3845129,-0.3227302,1.4614756,1.8053665,392e69c90b63b832ef1b1489027c9c7f,userdId_12,15,2,2,True,False,True,True,False,True,False,3,False,True,True,False,1,False,False,False,127,True
1.0216527,0.46795204,0.52843434,-0.35373697,-0.35728174,-0.107256815,-0.09852664,0.036159836,0.5083591,-0.95247555,0.353381,0.34782472,-1.2225478,-0.29866934,0.08058123,0.10305886,-0.06740276,0.04609411,0.04034658,-1.0098476,3355182ef981952e841618c19103ef09,userdId_28,13,2,3,False,False,False,True,True,True,True,2,False,False,False,False,1,False,False,True,92,False
0.72539157,-0.13806945,0.13353932,0.7833529,-0.11716229,-0.055410966,-0.1426033,-0.43484858,-0.11777203,-0.35209036,0.42475656,-0.017250415,-0.6451213,-0.21708894,-0.021184903,-0.28177163,-0.82304597,-0.1351769,0.55035484,-0.2565592,0c9aa2cd6791f3c44ce75bb46fb0b625,userdId_12,7,2,1,True,True,False,True,False,False,False,2,False,False,False,False,1,False,False,False,65,True
-0.7294659,-0.3457072,-0.45954493,1.1108594,-0.38743085,0.4457748,-0.42522585,-0.6158855,-0.71829283,0.20484187,-1.6506066,-0.031341515,-1.6440382,0.49769333,-0.798437,0.4628989,-0.9029398,-0.3689649,1.3085063,-0.95522386,582dcbc047b264a41a011f56f86574ba,userdId_23,6,2,1,True,True,False,True,False,False,False,3,False,False,True,False,1,False,False,False,33,False
-0.48325136,0.9473633,-0.88225096,0.64609516,0.06391239,-1.2124485,-0.13930902,-0.38056603,1.0993676,-0.45212322,-0.61296064,-1.1293771,-1.2678297,-0.33536577,0.49425977,-0.6695829,-0.42056653,0.11317492,0.47677007,-0.82337385,582dcbc047b264a41a011f56f86574ba,userdId_8,9,2,1,True,True,False,True,False,False,False,4,False,False,True,False,1,False,False,False,62,False
0.6376051,-0.10552194,0.12816867,0.81080943,-0.024478648,-0.16730797,-0.20383246,-0.38440794,-0.045580547,-0.44747615,0.19437426,-0.084163755,-0.5835047,-0.28347442,0.10297707,-0.12350603,-0.71217084,0.03684278,0.59609014,-0.2065602,0c9aa2cd6791f3c44ce75bb46fb0b625,userdId_13,7,2,1,True,True,False,True,False,False,False,2,False,False,False,False,1,False,False,False,65,True
-0.9180395,0.2181077,-0.39537916,-1.0945781,0.85445654,-0.85307515,-0.7518602,0.76084673,0.46193448,-0.08944569,0.066498354,-0.98910147,-0.6406603,0.96258026,0.27372113,-0.80059516,0.054135684,-0.5526516,0.76517975,1.2159476,8c67b76032d571a8d7eca8796ed11752,userdId_8,8,2,1,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,56,True
-0.100019224,0.24950509,-0.12869672,-0.110485785,-0.05437362,0.523869,0.46118978,0.074109994,0.2081395,1.3929116,-1.464123,0.39436123,-0.74497354,0.18262543,-0.5448696,-0.40752116,-0.16696571,-0.88691247,0.4212943,0.7505267,8c67b76032d571a8d7eca8796ed11752,userdId_48,6,2,1,True,True,False,True,False,False,False,3,False,False,True,False,1,False,False,False,34,False
-0.35613465,0.16937266,0.68850124,0.7754916,-0.5653688,-0.47010136,-0.8720846,-0.23233679,1.5541432,0.7333676,0.33442098,-1.4286127,0.88803095,0.28024307,-0.28324345,0.38896376,0.55147564,0.21173638,0.843498,0.3795314,582dcbc047b264a41a011f56f86574ba,userdId_45,6,2,1,True,True,False,True,False,False,False,3,False,False,True,False,1,False,False,False,45,False
-0.37341976,0.10707017,0.4900118,-0.0919632,-0.40898678,-0.09097866,-0.5709583,-0.59446895,1.4298393,-0.5151501,0.80359226,-1.1325067,0.21054456,0.36136216,0.12277388,0.25389877,-0.4986849,-0.43592894,1.1771959,0.5948141,392e69c90b63b832ef1b1489027c9c7f,userdId_12,10,2,2,True,False,True,True,False,True,False,3,False,False,True,False,1,False,False,False,78,False
0.28506967,-0.30066776,0.37246752,2.000192,-1.78538,0.91516703,0.35754564,0.37292358,0.32086456,-0.7816401,0.090831965,1.3930696,-1.6466126,0.4431113,-1.8358343,0.7980383,-1.177143,-0.45353317,-0.3771347,-0.22995,3355182ef981952e841618c19103ef09,userdId_12,9,3,3,False,False,False,True,True,True,True,2,False,False,False,False,1,False,False,False,85,False
-0.122373864,-1.3297837,-0.45382762,1.450935,-0.14268443,-0.94280046,0.3204222,-0.45985812,0.13265102,0.45171276,0.5897128,0.39971042,-0.4756236,1.1806239,-1.0975058,-0.8973382,-0.71696675,-1.1096108,1.327122,0.17127696,709a3600dc12d686d1c8f691a0af1e19,userdId_16,17,1,1,False,False,False,True,True,True,True,3,False,False,False,False,1,False,False,False,92,True
-0.44379833,0.5515344,-0.19498873,-0.45060337,0.9070851,-0.67545193,-0.4906225,-0.16745839,1.4490299,-0.01758967,0.43523818,-1.2013463,-0.43866077,0.34025463,0.5090932,-0.60177314,-0.0881375,-1.1271775,1.7093675,0.47628155,8c67b76032d571a8d7eca8796ed11752,userdId_20,8,2,1,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,59,True
-0.5858942,-1.3570997,-0.110888176,2.4991996,-0.2324726,0.5493676,-0.5907877,0.090582006,0.7084256,0.3386316,-0.54619926,-0.078057766,0.035818852,1.4832699,0.01726173,0.81601924,-0.20030035,0.10739152,-0.8064565,-0.87030005,3355182ef981952e841618c19103ef09,userdId_21,10,3,3,False,False,False,True,False,False,False,2,False,False,False,False,3,False,False,False,105,False
0.1015624,0.7994706,0.03900264,-0.7307517,0.66117847,-0.940006,-0.013556783,0.48727393,0.15924779,-0.16451937,-0.5570783,-0.79713017,-0.54102695,1.0959681,0.10869589,0.40429485,0.45395225,0.9488001,-1.2401274,-0.12095073,f918da384abe3dbfb19a02f888cbf3b1,userdId_21,13,4,3,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,73,False
0.5659319,-0.08236967,0.038446244,0.9651228,0.037920646,-0.06604582,-0.10766856,-0.37204373,-0.32457462,-0.24997038,0.4486037,-0.10044226,-0.44992214,-0.2850104,0.17884588,-0.33075693,-0.5598302,-0.0923589,0.49615142,-0.25987568,0c9aa2cd6791f3c44ce75bb46fb0b625,userdId_38,7,2,1,True,True,False,True,False,False,False,2,False,False,False,False,1,False,False,False,67,True
0.7520904,-0.6254915,0.21169128,-1.158646,-1.1735054,-1.3054478,-0.053793572,0.38889968,0.2350337,-1.525894,-1.0036951,-1.4165591,1.0210204,0.63440865,0.04410328,0.23230018,-0.23034614,0.7074109,1.3313196,0.5627742,f918da384abe3dbfb19a02f888cbf3b1,userdId_4,12,3,3,True,False,True,True,False,False,False,4,False,True,True,False,1,True,False,False,78,False
-0.8776799,-0.12567228,0.33532953,-0.63621324,-0.5426821,-0.56393576,-0.9661776,0.59645885,1.1538093,-0.8496875,0.056551848,-1.3139248,0.17083849,0.8690902,0.6215222,-0.03277902,-0.8764665,-0.2381306,1.2761815,2.2526994,392e69c90b63b832ef1b1489027c9c7f,userdId_8,15,2,2,True,False,True,True,False,True,False,3,False,True,True,False,1,False,False,False,115,True
-0.66024256,2.0842195,-0.049877074,-0.8670029,-0.63017756,-1.2438064,0.6220205,0.43359005,0.64773124,-0.6405555,-0.4494947,-1.4521496,0.021264978,-1.1050799,-1.1310929,0.23749787,0.01808148,0.069641784,0.6970964,-0.30886927,582dcbc047b264a41a011f56f86574ba,userdId_21,8,3,1,True,True,False,True,True,False,False,3,False,False,True,False,1,False,False,False,47,False
-0.25614375,0.84528434,0.6057836,0.93954414,-0.4490608,-0.66159004,-0.74195325,-0.36205703,0.6773875,0.0850338,-0.5308671,-1.0508906,-0.5778462,-0.09639967,0.16306761,0.08958453,0.15527146,-0.34241772,0.5044879,0.056890186,582dcbc047b264a41a011f56f86574ba,userdId_24,6,2,1,True,True,False,True,False,False,False,3,False,False,True,False,1,False,False,False,42,False
-1.0137573,0.23105857,-0.44324824,0.96696246,-1.1562465,-1.1402143,-1.0513142,-0.36805746,0.31231067,-0.31808615,-0.114094675,-1.0996015,-0.16700749,0.5202291,0.8158405,0.1386255,0.2913599,0.9153204,0.16897997,-0.50974977,582dcbc047b264a41a011f56f86574ba,userdId_6,9,2,1,True,True,False,True,False,False,False,4,False,False,True,False,2,False,False,False,59,True
-0.28585634,-0.5266765,-0.6114296,-0.5402431,-1.6089654,0.4663388,-0.7483671,-0.5227868,0.5652941,0.20892109,0.89232165,-0.028752157,-0.43300804,1.3908571,-0.8742638,0.30962694,-0.88857687,-0.23774411,-0.3909322,0.25823835,4c3cff428b26be2b1464a3c9ee78c7cf,userdId_34,8,2,6,False,False,False,True,True,True,True,2,False,False,False,False,1,False,False,False,63,False
0.8008321,0.35010695,0.7120503,0.6179562,0.29143837,0.4732392,0.0891694,-0.3467866,0.31199312,-0.012326487,0.72853285,-0.51262325,-0.4733825,-0.47485164,-0.7080896,-0.15752102,-1.2222681,0.024808379,0.060286984,0.03323932,0c9aa2cd6791f3c44ce75bb46fb0b625,userdId_8,7,2,1,True,True,False,True,False,False,False,2,False,False,False,False,1,False,False,False,66,False
-0.10535058,-1.2351934,-0.45475554,1.53506,-0.19412121,-1.1017537,0.4249387,-0.5706263,0.15085639,0.511344,0.539543,0.4843099,-0.38260376,1.108132,-1.1717925,-0.8042574,-0.712559,-1.1773525,1.4152334,0.18448539,709a3600dc12d686d1c8f691a0af1e19,userdId_10,17,1,1,False,False,False,True,True,True,True,3,False,False,False,False,1,False,False,False,92,False
-0.67393523,-1.4396013,-0.49982792,0.018681351,-0.91011214,0.18536387,0.09428233,-0.6305711,0.45781076,-0.3016807,-0.15640368,-0.0009634791,-1.4990528,0.63990545,-1.8944452,0.5161018,-0.2475002,-0.21731539,0.60264033,1.5309521,4c3cff428b26be2b1464a3c9ee78c7cf,userdId_21,10,3,6,False,False,False,True,True,True,True,2,False,False,False,False,1,False,False,False,63,False
-1.6700372,0.84739286,-0.20951793,-0.72867453,-0.27481732,-1.0769627,0.18200976,0.73946893,0.44893876,-0.9955403,0.021978745,0.02242846,0.22297576,0.3848289,0.13445777,0.217243,0.019426243,0.87035865,-0.16562544,0.6306264,f918da384abe3dbfb19a02f888cbf3b1,userdId_13,12,3,3,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,70,False
-0.5348601,0.40905416,-0.20466287,-0.42748243,0.9747617,-0.5336666,-0.51707023,-0.1801043,1.5208653,0.009299123,0.40977037,-1.4215164,-0.4877763,0.44681245,0.40512323,-0.68852407,-0.16577423,-1.1029584,1.8254979,0.36193377,8c67b76032d571a8d7eca8796ed11752,userdId_16,8,2,1,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,59,True
-0.92259806,-0.5243222,-1.0317384,0.74778616,0.592215,-1.7672843,-0.73500824,0.1599311,0.061964538,1.031584,0.6254588,0.30017582,0.3534739,1.9611348,0.5429295,-1.3239746,0.27497858,-2.0433292,0.3386036,0.44774172,709a3600dc12d686d1c8f691a0af1e19,userdId_15,22,3,1,False,False,False,True,True,True,True,4,False,False,False,False,1,False,False,False,140,False
0.82939535,0.07671166,0.67711484,0.24384719,-0.94088084,0.70334023,0.29939795,-1.8143157,1.0626539,0.26830903,0.27946818,-0.1779301,0.066112086,1.3729872,-0.6817271,0.62649614,-2.4589837,0.1737142,-0.34516847,1.3078682,4c3cff428b26be2b1464a3c9ee78c7cf,userdId_16,17,1,6,False,False,False,True,False,False,False,2,False,False,False,False,1,False,False,False,128,True
-1.1811429,-1.3455513,1.0101008,0.7526847,0.17124462,0.16937016,-0.33497307,-1.4511994,1.6518201,1.0463406,-1.5260922,0.81480473,-0.042413056,0.57200456,-1.6732211,-1.8696766,-0.59302217,-0.07487418,-1.1340576,0.93435574,709a3600dc12d686d1c8f691a0af1e19,userdId_11,17,1,1,False,False,False,True,False,False,False,6,False,False,False,False,1,False,False,False,83,False
0.0838619,0.70441985,0.09732296,-0.7318401,0.56521785,-0.86480373,-0.05737068,0.5992333,0.24153228,-0.22404388,-0.42649278,-0.8148709,-0.4734996,1.3573582,0.07667653,0.26928106,0.485035,0.89457583,-1.3367225,-0.13442464,f918da384abe3dbfb19a02f888cbf3b1,userdId_21,13,4,3,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,73,False
-1.0950236,1.1083423,0.7503761,-0.06725633,1.7080275,0.04274149,0.74140716,0.15846531,1.3006346,-0.45575318,0.038381197,-0.69712174,-0.36485368,-0.4654244,-0.21982472,0.06955821,-0.35811028,-1.1215489,1.2550524,0.48306373,8c67b76032d571a8d7eca8796ed11752,userdId_31,10,4,1,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,66,False
1.4706194,-0.5273219,0.587097,0.46534616,-0.88039917,-0.11994565,-0.24271856,0.48915893,0.37207767,-0.68661106,-0.039328247,1.0814781,-0.742283,0.76463383,0.010205932,0.11931659,0.19677192,-0.20627715,-0.58345985,0.18274757,3355182ef981952e841618c19103ef09,userdId_12,13,5,3,False,False,False,True,True,True,True,2,False,False,False,False,1,False,False,True,112,True
-0.50080365,0.60759366,0.5453053,-0.09312771,0.96910155,-0.710883,0.064656794,-0.24496359,1.9040539,-0.37676275,-0.4834708,-1.2295015,-0.46932727,-0.2191453,0.039135225,-0.5665335,-0.14632373,-0.920894,1.748908,0.17463453,8c67b76032d571a8d7eca8796ed11752,userdId_28,8,3,1,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,52,False
-0.48311943,0.11150204,0.50696397,-0.02748308,-0.24242768,-0.19303682,-0.49713242,-0.44730207,1.5191416,-0.56385547,0.6274376,-1.243694,0.09908365,0.27110022,0.007666897,0.2933246,-0.58491915,-0.41157845,1.2524033,0.65308017,392e69c90b63b832ef1b1489027c9c7f,userdId_31,10,2,2,True,False,True,True,False,True,False,3,False,False,True,False,1,False,False,False,78,False
0.88334066,-0.017501462,0.48699373,0.65291,0.09907543,0.28080323,-0.10126206,-0.34555197,0.27027142,-0.053307544,1.0493962,-0.15491328,-0.49150267,-0.2398446,-0.08621877,-0.0315055,-1.2713665,0.32939905,0.4285062,0.34990013,0c9aa2cd6791f3c44ce75bb46fb0b625,userdId_8,7,2,1,True,True,False,True,False,False,False,2,False,False,False,False,1,False,False,False,72,True
0.5179995,0.5460463,0.53572845,0.65258473,1.0816798,-0.09050377,1.5011263,0.62037367,-0.07413957,-0.09965796,0.06944022,-0.66031027,0.4924053,1.1767418,0.017450538,-0.7333216,0.6030646,0.32758647,-0.16019706,1.878565,f918da384abe3dbfb19a02f888cbf3b1,userdId_15,15,4,3,True,False,True,True,False,False,False,4,False,True,True,False,1,False,False,False,91,False
-1.1073112,0.37866464,-0.42158377,-0.61343354,0.12507634,-2.3639133,-1.0133764,1.4389759,-0.77387995,-0.08787512,-0.25737113,0.7477771,-0.8414553,1.092231,0.12793459,-0.85024107,0.36458725,-0.44536015,-1.3820962,0.93808126,709a3600dc12d686d1c8f691a0af1e19,userdId_4,16,1,1,False,False,False,True,True,True,True,3,False,True,False,False,1,False,False,False,89,False
-1.1143038,0.8273372,2.0822349,1.0022726,0.30607495,0.3402208,1.1593653,-0.1327777,1.125272,-0.41689152,-0.7840871,0.2975423,0.42844322,-0.74176323,-0.20275733,0.58167344,-0.3344247,-0.07005293,0.40243533,0.7533802,8c67b76032d571a8d7eca8796ed11752,userdId_24,8,2,1,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,47,False
-0.78954494,1.2120857,0.09986179,0.79666847,-1.1552324,-1.133363,-0.20882758,-0.2082744,1.0664443,-0.54078174,-1.1377616,-0.8731568,-0.52619445,-0.017222213,0.7573122,-0.3156887,-0.3892478,0.40811226,-0.048874214,-0.0023242037,582dcbc047b264a41a011f56f86574ba,userdId_16,9,2,1,True,True,False,True,False,False,False,4,False,False,True,False,1,False,False,False,60,True
-0.27685535,-1.6262114,-1.4479957,0.008086417,-0.121822596,-0.9134645,-1.4444427,0.5507793,0.9055607,0.39482036,1.386354,0.90556216,-1.1743927,0.60051453,-0.87743944,0.5569988,0.741982,-0.10357672,-1.4598117,-0.7856713,3355182ef981952e841618c19103ef09,userdId_17,11,4,3,False,False,False,True,True,True,True,2,False,False,False,False,1,False,False,False,107,False
0.84788686,-0.16389759,0.4690129,0.650034,0.29092744,-0.017274398,-0.14670026,-0.11407375,0.6155709,-0.1311527,0.95715505,-0.4627937,-0.3842951,-0.07553432,-0.08964828,0.07025169,-0.9859037,0.17755467,0.4480264,-0.5528362,0c9aa2cd6791f3c44ce75bb46fb0b625,userdId_23,5,2,1,True,True,False,False,False,False,False,2,False,False,False,False,1,False,False,False,47,False
-0.7987445,-0.5274046,0.16154212,-0.3922639,-1.22181,-0.17121452,-1.2801439,-0.17994608,1.8595979,-0.34394863,0.50823987,-0.33346146,0.16179848,0.5928859,0.72099894,0.008290806,-1.0008585,-0.62797767,1.0394021,0.9451977,392e69c90b63b832ef1b1489027c9c7f,userdId_1,17,2,2,True,False,True,True,True,True,True,3,False,True,True,False,1,False,False,False,118,False
-0.034444038,0.982785,-0.44707152,-0.29943916,1.3132229,-0.22483523,-0.7415343,0.01902767,1.115473,-0.17253296,-0.084148206,-0.23220691,-0.92530864,-0.8581673,0.34668812,-0.5878015,-0.49985677,-0.4445687,0.8199211,1.0209411,8c67b76032d571a8d7eca8796ed11752,userdId_16,8,2,2,True,False,True,True,False,False,False,3,False,False,True,False,1,False,False,False,61,False
0.5980136,-0.61426604,1.0329036,-0.03454218,-0.4436191,0.11050543,-0.042188134,0.021036103,0.77995414,-0.47868243,0.29248807,0.7195865,-0.6891636,-0.09053093,0.5920293,0.10540555,0.82822037,-0.19658431,0.27627927,-0.87262696,3355182ef981952e841618c19103ef09,userdId_28,11,2,3,False,False,False,True,True,True,True,2,False,False,False,False,1,False,False,True,106,True
0.5921233,1.19285,0.8068636,0.30098996,-0.14016257,-0.9501779,0.44014883,-1.2934655,0.15288347,0.2477529,-0.50341934,-1.7009741,0.85609907,0.49907765,0.34491086,1.4786404,0.26687336,1.2806644,-0.40196425,-0.78073883,f918da384abe3dbfb19a02f888cbf3b1,userdId_3,14,4,3,True,False,True,True,False,False,False,3,False,False,True,False,1,False,True,False,79,False
-0.5239049,0.97621727,0.2851536,1.1401068,-0.8405487,-0.8089291,-0.2897269,-0.33873752,1.4158884,-0.081178315,0.050232757,-1.8913319,0.80079687,0.6927674,0.8479888,0.3110636,-0.09121584,1.3403786,0.35482848,0.04781651,582dcbc047b264a41a011f56f86574ba,userdId_1,8,2,1,True,True,False,True,False,False,False,3,False,False,True,False,2,False,False,False,55,False
0.61230725,-0.22787873,0.1957465,0.5243594,1.0643368,0.28005776,-0.043417495,-0.23476247,0.2552799,0.6890334,0.8188729,-0.41650537,-1.0545776,-0.37108335,-0.22200404,-0.58638006,-0.798067,-0.23110934,0.44841146,0.13632654,0c9aa2cd6791f3c44ce75bb46fb0b625,userdId_20,7,2,1,True,True,False,True,False,False,False,2,False,False,False,False,1,False,False,False,66,False
-0.57626605,-0.19842179,-1.0111933,0.4195709,0.019743824,-1.5627656,-0.47267783,-0.13753809,-0.10105997,0.64674103,0.72909236,0.43903267,-0.19941561,1.5421381,-0.10740347,-0.9812239,-0.38527545,-1.4711186,0.16770248,-0.46478063,709a3600dc12d686d1c8f691a0af1e19,userdId_15,17,1,1,False,False,False,True,True,True,True,4,False,False,False,False,1,False,False,False,104,False
